step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
57,3,E,True,1.05,0.2599,0.2698,0.2155,0.2549,0.4803,0.6177,,stage4_7,cost_mechanistic
58,2,D,True,1.1,0.2877,0.2521,0.2313,0.229,0.4498,0.6952,6.599,stage4_7,cost_mechanistic
59,2,A,True,1.1,0.2916,0.2506,0.23,0.2277,0.4048,0.7357,,stage4_8,cost_mechanistic
60,0,D,False,-0.25,0.2681,0.2528,0.2536,0.2256,-0.2143,-0.0572,,stage4_7,cost_mechanistic
61,1,D,True,1.1,0.2458,0.2564,0.2423,0.2555,0.9955,0.204,14.812,stage4_7,cost_mechanistic
62,1,A,True,1.1,0.2543,0.2535,0.2397,0.2526,0.896,0.2936,8.848,stage4_7,cost_mechanistic
63,3,D,True,1.1,0.2581,0.2744,0.2142,0.2532,0.4823,0.6659,8.197,stage4_7,cost_mechanistic
64,0,A,True,1.1,0.2793,0.2488,0.2496,0.2224,1.1572,0.0585,,stage4_8,cost_mechanistic
65,2,D,True,1.1,0.2901,0.254,0.2291,0.2268,0.3643,0.7721,7.982,stage4_7,cost_mechanistic
66,3,D,False,0.1,0.2602,0.269,0.2157,0.2552,-0.5659,0.6093,6.343,stage4_7,cost_mechanistic
67,2,A,True,1.1,0.2933,0.2528,0.2281,0.2258,0.3279,0.8049,8.152,stage4_7,cost_mechanistic
68,1,D,False,0.1,0.2549,0.2516,0.2402,0.2532,-0.1936,0.2743,,stage4_8,cost_mechanistic
69,1,E,False,-0.25,0.2566,0.2533,0.2417,0.2483,-0.5243,0.2218,,stage4_7,cost_mechanistic
70,3,A,True,1.1,0.2648,0.2672,0.2145,0.2535,0.4907,0.6584,8.706,stage4_7,cost_mechanistic
71,2,F,True,1.0997,0.2921,0.252,0.2308,0.2251,0.2948,0.8344,9.255,stage4_7,cost_mechanistic
72,3,A,True,1.1,0.2691,0.2655,0.2134,0.252,0.4416,0.7026,,stage4_8,cost_mechanistic
73,1,D,False,0.1,0.257,0.2522,0.2421,0.2487,-0.1218,0.2097,,stage4_8,cost_mechanistic
74,3,F,True,1.1,0.2679,0.2643,0.2169,0.2509,0.3974,0.7423,,stage4_8,cost_mechanistic
75,3,D,True,1.1,0.2665,0.2677,0.216,0.2497,0.3577,0.7781,,stage4_8,cost_mechanistic
76,0,A,True,1.1,0.2895,0.2451,0.2459,0.2194,1.0415,0.1627,4.688,stage4_7,cost_mechanistic
77,1,D,False,0.1,0.2574,0.2511,0.2424,0.249,-0.1097,0.1987,,stage4_8,cost_mechanistic
78,3,F,False,0.1,0.2686,0.2698,0.2101,0.2515,-0.6781,0.7103,6.195,stage4_7,cost_mechanistic
79,0,F,False,0.1,0.2898,0.2453,0.2453,0.2196,-0.0627,0.1564,8.514,stage4_7,cost_mechanistic
80,2,A,True,1.1,0.2947,0.251,0.2299,0.2243,0.2656,0.8609,6.285,stage4_7,cost_mechanistic
81,1,D,False,0.1,0.2577,0.2502,0.2427,0.2493,-0.0987,0.1888,,stage4_8,cost_mechanistic
82,0,A,True,1.1,0.2991,0.242,0.242,0.2169,0.9436,0.2508,4.688,stage4_7,cost_mechanistic
83,2,F,False,0.1,0.2978,0.2531,0.2231,0.226,-0.7609,0.7849,7.929,stage4_7,cost_mechanistic
84,3,A,True,1.1,0.2723,0.2683,0.2091,0.2502,0.3897,0.7492,6.166,stage4_7,cost_mechanistic
85,0,E,False,-0.25,0.301,0.2433,0.2433,0.2125,-0.5008,0.2007,,stage4_7,cost_mechanistic
86,1,E,False,-0.25,0.2592,0.2516,0.244,0.2453,-0.4388,0.1449,,stage4_7,cost_mechanistic
87,3,D,True,1.1,0.2709,0.2717,0.2083,0.249,0.3508,0.7843,8.197,stage4_7,cost_mechanistic
88,0,F,False,0.1,0.3015,0.2435,0.2423,0.2127,-0.1007,0.1906,,stage4_8,cost_mechanistic
89,0,A,False,0.1,0.3006,0.2439,0.2426,0.2129,-0.0906,0.1816,,stage4_8,cost_mechanistic
90,3,D,True,1.1,0.2697,0.2748,0.2076,0.248,0.3157,0.8159,,stage4_8,cost_mechanistic
91,1,E,False,0.05,0.2595,0.2519,0.2443,0.2444,-0.0949,0.1354,,stage4_7,cost_mechanistic
92,1,F,False,0.1,0.2596,0.252,0.2439,0.2445,-0.0354,0.1319,,stage4_8,cost_mechanistic
93,1,A,False,0.1,0.2593,0.2521,0.244,0.2446,-0.0319,0.1287,,stage4_8,cost_mechanistic
94,3,F,True,1.1,0.2688,0.2739,0.21,0.2473,0.2841,0.8443,,stage4_8,cost_mechanistic
95,0,F,False,0.1,0.3009,0.2441,0.2419,0.2131,-0.0816,0.1734,,stage4_8,cost_mechanistic
96,1,A,True,1.1,0.2686,0.2488,0.241,0.2415,0.9713,0.2258,8.848,stage4_7,cost_mechanistic
97,0,A,False,0.1,0.3002,0.2444,0.2421,0.2133,-0.0734,0.1661,,stage4_8,cost_mechanistic
98,1,E,False,-0.25,0.2703,0.2502,0.2423,0.2371,-0.4758,0.1783,,stage4_7,cost_mechanistic
99,3,A,True,1.1,0.2713,0.2728,0.2094,0.2464,0.2557,0.8699,,stage4_8,cost_mechanistic
100,1,F,False,0.0984,0.2706,0.2505,0.2416,0.2374,-0.0799,0.1703,16.048,stage4_7,cost_mechanistic
101,2,A,True,1.1,0.3009,0.252,0.2221,0.2251,0.3151,0.8164,5.957,stage4_7,cost_mechanistic
102,0,E,False,0.05,0.3007,0.2446,0.2424,0.2123,-0.1161,0.1545,,stage4_7,cost_mechanistic
103,2,F,True,1.0973,0.2997,0.2512,0.2247,0.2245,0.2809,0.8445,,stage4_8,cost_mechanistic
104,0,A,True,1.1,0.31,0.2412,0.2391,0.2097,0.9455,0.249,4.688,stage4_7,cost_mechanistic
105,1,D,False,0.1,0.2708,0.2498,0.2418,0.2376,-0.0703,0.1632,,stage4_8,cost_mechanistic
106,1,A,True,1.1,0.2799,0.2466,0.2388,0.2347,0.9368,0.2569,8.848,stage4_7,cost_mechanistic
107,1,F,False,0.0114,0.2808,0.2473,0.2365,0.2353,-0.2455,0.2324,,stage4_8,cost_mechanistic
108,2,E,False,0.05,0.3029,0.2534,0.2264,0.2174,-0.7945,0.765,,stage4_7,cost_mechanistic
109,0,D,False,0.1,0.3107,0.2399,0.2395,0.21,-0.149,0.2341,,stage4_8,cost_mechanistic
110,1,E,False,0.05,0.2815,0.2479,0.237,0.2336,-0.1824,0.2141,,stage4_7,cost_mechanistic
111,2,E,False,0.05,0.3058,0.2553,0.2279,0.2111,-0.715,0.6935,,stage4_7,cost_mechanistic
112,2,E,True,1.05,0.3043,0.2543,0.2271,0.2142,0.3565,0.7292,,stage4_7,cost_mechanistic
113,2,A,True,1.1,0.308,0.2529,0.226,0.2132,0.3708,0.7662,,stage4_8,cost_mechanistic
114,0,E,False,-0.25,0.3127,0.241,0.2406,0.2057,-0.4841,0.1857,,stage4_7,cost_mechanistic
115,2,D,True,1.1,0.3064,0.2561,0.2251,0.2124,0.3338,0.7996,7.982,stage4_7,cost_mechanistic
116,1,A,True,1.1,0.2902,0.2448,0.2342,0.2309,0.8859,0.3027,8.848,stage4_7,cost_mechanistic
117,2,F,True,1.0973,0.3051,0.2552,0.2278,0.2118,0.2977,0.8294,,stage4_8,cost_mechanistic
118,3,D,False,0.1,0.2743,0.2655,0.2113,0.2489,-0.7699,0.7929,6.343,stage4_7,cost_mechanistic
119,0,F,False,0.1,0.3131,0.2412,0.2398,0.2059,-0.0857,0.1771,,stage4_8,cost_mechanistic
120,1,E,True,1.05,0.2872,0.2427,0.2323,0.2378,0.7473,0.3774,,stage4_7,cost_mechanistic
121,1,D,False,0.1,0.2883,0.2402,0.233,0.2385,-0.2774,0.3497,,stage4_8,cost_mechanistic
122,0,A,False,0.1,0.3123,0.2415,0.2401,0.2061,-0.0771,0.1694,,stage4_8,cost_mechanistic
123,3,D,False,0.1,0.277,0.2589,0.2129,0.2512,-0.6929,0.7236,6.343,stage4_7,cost_mechanistic
124,3,A,True,1.1,0.2807,0.2575,0.2119,0.2499,0.3764,0.7612,,stage4_8,cost_mechanistic
125,0,E,False,-0.25,0.314,0.2425,0.241,0.2025,-0.4194,0.1275,,stage4_7,cost_mechanistic
126,3,A,True,1.1,0.284,0.2563,0.2111,0.2487,0.3388,0.7951,6.166,stage4_7,cost_mechanistic
127,1,E,True,1.05,0.2855,0.2382,0.2312,0.245,0.7003,0.4197,,stage4_7,cost_mechanistic
128,3,E,False,0.05,0.2869,0.2586,0.2127,0.2418,-0.7451,0.7206,,stage4_7,cost_mechanistic
129,2,F,False,0.0254,0.3085,0.2575,0.2206,0.2134,-0.804,0.749,6.928,stage4_7,cost_mechanistic
130,3,D,True,1.1,0.2853,0.2623,0.2118,0.2406,0.3794,0.7585,,stage4_8,cost_mechanistic
131,0,A,True,1.1,0.3237,0.2389,0.2375,0.1999,0.9725,0.2247,,stage4_8,cost_mechanistic
132,0,D,False,0.1,0.3243,0.2377,0.2378,0.2001,-0.1247,0.2123,,stage4_8,cost_mechanistic
133,3,A,True,1.1,0.2887,0.2609,0.2109,0.2395,0.3415,0.7927,,stage4_8,cost_mechanistic
134,2,A,True,1.1,0.312,0.2561,0.2195,0.2124,0.351,0.7841,,stage4_8,cost_mechanistic
135,1,F,False,0.0998,0.2867,0.2391,0.2283,0.2459,-0.32,0.3877,,stage4_8,cost_mechanistic
136,2,A,True,1.1,0.3151,0.2548,0.2186,0.2115,0.3159,0.8157,6.285,stage4_7,cost_mechanistic
137,3,D,True,1.1,0.2874,0.2639,0.2102,0.2386,0.3073,0.8234,,stage4_8,cost_mechanistic
138,3,A,True,1.1,0.2901,0.2628,0.2095,0.2377,0.2766,0.8511,8.706,stage4_7,cost_mechanistic
139,2,D,True,1.1,0.3137,0.2576,0.2179,0.2108,0.2843,0.8441,,stage4_8,cost_mechanistic
140,1,E,False,0.05,0.2881,0.24,0.2291,0.2428,-0.3377,0.354,,stage4_7,cost_mechanistic
141,1,F,False,0.0984,0.2891,0.2407,0.2268,0.2435,-0.2556,0.3284,16.048,stage4_7,cost_mechanistic
142,1,D,False,0.1,0.29,0.2385,0.2274,0.2441,-0.2284,0.3056,6.075,stage4_7,cost_mechanistic
143,3,E,True,1.05,0.2893,0.2622,0.2091,0.2395,0.1989,0.871,,stage4_7,cost_mechanistic
144,3,A,True,1.1,0.2915,0.2613,0.2085,0.2388,0.229,0.8939,4.599,stage4_7,cost_mechanistic
145,0,D,False,0.1,0.3249,0.2367,0.2381,0.2003,-0.1123,0.201,5.099,stage4_7,cost_mechanistic
146,2,F,False,0.0254,0.3172,0.2598,0.2107,0.2123,-0.8187,0.7622,6.928,stage4_7,cost_mechanistic
147,2,D,False,0.1,0.3206,0.2535,0.2121,0.2138,-0.6622,0.696,8.379,stage4_7,cost_mechanistic
148,1,D,False,0.1,0.2908,0.2366,0.2279,0.2447,-0.2056,0.285,6.075,stage4_7,cost_mechanistic
149,0,D,False,0.1,0.3254,0.2357,0.2384,0.2005,-0.101,0.1909,,stage4_8,cost_mechanistic
150,0,A,True,1.1,0.3344,0.2325,0.235,0.1981,0.9091,0.2818,,stage4_8,cost_mechanistic
151,1,F,False,0.0866,0.2916,0.2371,0.2261,0.2452,-0.1984,0.2652,,stage4_8,cost_mechanistic
152,2,F,True,1.1,0.3188,0.2525,0.2157,0.2131,0.404,0.7364,,stage4_8,cost_mechanistic
153,1,A,False,0.1,0.29,0.2377,0.2266,0.2458,-0.1652,0.2486,,stage4_8,cost_mechanistic
154,0,F,False,0.1,0.3354,0.2329,0.2334,0.1984,-0.1818,0.2637,,stage4_8,cost_mechanistic
155,2,D,True,1.1,0.3169,0.2559,0.2149,0.2122,0.3636,0.7728,6.599,stage4_7,cost_mechanistic
156,3,D,True,1.1,0.2906,0.2632,0.208,0.2382,0.2061,0.9145,,stage4_8,cost_mechanistic
157,1,F,False,0.0896,0.2906,0.2381,0.2251,0.2462,-0.1591,0.2327,8.025,stage4_7,cost_mechanistic
158,0,E,False,0.05,0.3363,0.2333,0.2338,0.1965,-0.2137,0.2423,,stage4_7,cost_mechanistic
159,1,A,False,0.1,0.2893,0.2385,0.2255,0.2467,-0.1327,0.2195,,stage4_8,cost_mechanistic
160,1,D,False,0.1,0.2898,0.2374,0.2258,0.247,-0.1195,0.2075,,stage4_8,cost_mechanistic
161,0,D,False,0.1,0.3371,0.232,0.2341,0.1968,-0.1423,0.2281,,stage4_8,cost_mechanistic
162,1,D,False,0.1,0.2902,0.2364,0.2261,0.2473,-0.1075,0.1968,6.075,stage4_7,cost_mechanistic
163,2,E,False,0.05,0.32,0.2579,0.2162,0.2059,-0.7228,0.7005,,stage4_7,cost_mechanistic
164,0,D,False,0.1,0.3377,0.2308,0.2344,0.197,-0.1281,0.2153,,stage4_8,cost_mechanistic
165,1,A,False,0.1,0.2892,0.2367,0.2264,0.2477,-0.0968,0.1871,,stage4_8,cost_mechanistic
166,3,D,True,1.1,0.2898,0.265,0.2076,0.2376,0.1855,0.933,,stage4_8,cost_mechanistic
167,3,D,True,1.1,0.2891,0.2666,0.2072,0.2371,0.167,0.9497,8.197,stage4_7,cost_mechanistic
168,1,A,False,0.1,0.2884,0.237,0.2266,0.248,-0.0871,0.1784,,stage4_8,cost_mechanistic
169,0,A,False,0.0998,0.3366,0.2313,0.2348,0.1973,-0.1154,0.2037,5.045,stage4_7,cost_mechanistic
170,1,A,True,1.1,0.2975,0.234,0.2238,0.2447,0.9216,0.2705,4.398,stage4_7,cost_mechanistic
171,3,E,False,0.05,0.2926,0.2696,0.2089,0.2289,-0.8997,0.8598,,stage4_7,cost_mechanistic
172,2,E,False,0.05,0.3228,0.2596,0.2173,0.2003,-0.6505,0.6354,,stage4_7,cost_mechanistic
173,2,D,True,1.1,0.3204,0.264,0.2162,0.1994,0.4646,0.6819,,stage4_8,cost_mechanistic
174,2,E,False,0.05,0.323,0.2657,0.2173,0.194,-0.6319,0.6187,,stage4_7,cost_mechanistic
175,3,F,False,0.1,0.2953,0.2718,0.2024,0.2305,-0.7598,0.7838,6.195,stage4_7,cost_mechanistic
176,1,A,False,0.1,0.2958,0.2346,0.2244,0.2453,-0.1705,0.2535,,stage4_8,cost_mechanistic
177,2,A,True,1.1,0.3278,0.2636,0.2158,0.1928,0.4813,0.6668,,stage4_8,cost_mechanistic
178,1,A,False,0.1,0.2943,0.2351,0.2248,0.2458,-0.1535,0.2381,,stage4_8,cost_mechanistic
179,1,F,False,0.0902,0.2949,0.2354,0.2235,0.2462,-0.1479,0.2233,6.649,stage4_7,cost_mechanistic
180,0,F,False,0.1,0.3371,0.2315,0.2339,0.1975,-0.1037,0.1933,6.768,stage4_7,cost_mechanistic
181,1,A,True,1.1,0.3035,0.2325,0.2209,0.2431,0.8767,0.311,8.848,stage4_7,cost_mechanistic
182,0,A,True,1.1,0.3462,0.2283,0.2306,0.195,0.9067,0.284,,stage4_8,cost_mechanistic
183,1,E,False,0.05,0.3047,0.2332,0.2215,0.2407,-0.261,0.2849,,stage4_7,cost_mechanistic
184,3,F,True,1.1,0.2942,0.2709,0.2051,0.2298,0.3162,0.8154,,stage4_8,cost_mechanistic
185,0,A,True,1.1,0.3543,0.2253,0.2276,0.1928,0.816,0.3656,,stage4_8,cost_mechanistic
186,1,E,False,0.05,0.3057,0.2338,0.222,0.2385,-0.2349,0.2614,,stage4_7,cost_mechanistic
187,2,A,True,1.1,0.3321,0.2617,0.2145,0.1917,0.4332,0.7102,8.152,stage4_7,cost_mechanistic
188,0,A,False,0.1,0.3517,0.2263,0.2286,0.1935,-0.2656,0.339,,stage4_8,cost_mechanistic
189,1,A,False,0.1,0.3041,0.2343,0.2225,0.2391,-0.1614,0.2453,4.782,stage4_7,cost_mechanistic
190,0,A,True,1.1,0.3592,0.2236,0.2258,0.1914,0.761,0.4151,6.335,stage4_7,cost_mechanistic
191,0,A,True,1.1,0.366,0.2211,0.2233,0.1896,0.6849,0.4836,4.688,stage4_7,cost_mechanistic
192,1,E,False,-0.25,0.3063,0.2356,0.2236,0.2345,-0.4953,0.1958,,stage4_7,cost_mechanistic
193,2,D,True,1.1,0.3299,0.2655,0.2136,0.191,0.3898,0.7491,6.599,stage4_7,cost_mechanistic
194,1,F,False,0.0984,0.3067,0.2358,0.2227,0.2347,-0.0974,0.186,16.048,stage4_7,cost_mechanistic
195,3,F,False,0.1,0.2967,0.273,0.199,0.2313,-0.7154,0.7439,6.195,stage4_7,cost_mechanistic
196,0,F,True,1.1,0.3623,0.2199,0.229,0.1887,0.6164,0.5453,7.755,stage4_7,cost_mechanistic
197,3,E,True,1.05,0.2955,0.272,0.1985,0.2341,0.3061,0.7745,,stage4_7,cost_mechanistic
198,2,D,False,0.1,0.3335,0.2593,0.215,0.1922,-0.6491,0.6842,8.379,stage4_7,cost_mechanistic
199,2,E,True,1.05,0.3319,0.2584,0.2145,0.1953,0.3658,0.7208,,stage4_7,cost_mechanistic
200,2,E,False,0.05,0.3348,0.26,0.2155,0.1896,-0.6708,0.6537,,stage4_7,cost_mechanistic
