prompt_id,prompt_type,compliance,time_point,layer,rank,projection
harmless_2,harmless,,startofthink,21,1,-6.326060771942139
harmless_2,harmless,,startofthink,21,2,-0.39272427558898926
harmless_2,harmless,,startofthink,21,3,-1.8779852390289307
harmless_2,harmless,,startofthink,21,4,-4.784754276275635
harmless_2,harmless,,startofthink,22,0,5.672326564788818
harmless_2,harmless,,startofthink,22,1,-4.169426441192627
harmless_2,harmless,,startofthink,22,2,-0.6961138248443604
harmless_2,harmless,,startofthink,22,3,-1.5533175468444824
harmless_2,harmless,,startofthink,22,4,-2.7697014808654785
harmless_2,harmless,,startofthink,23,0,6.015462875366211
harmless_2,harmless,,startofthink,23,1,-4.9266743659973145
harmless_2,harmless,,startofthink,23,2,-1.3197827339172363
harmless_2,harmless,,startofthink,23,3,-1.6676669120788574
harmless_2,harmless,,startofthink,23,4,-3.19195294380188
harmless_2,harmless,,startofthink,26,0,6.580305099487305
harmless_2,harmless,,startofthink,26,1,-5.110039710998535
harmless_2,harmless,,startofthink,26,2,-0.10072875022888184
harmless_2,harmless,,startofthink,26,3,-4.283493995666504
harmless_2,harmless,,startofthink,26,4,-2.6684823036193848
harmless_2,harmless,,endofthink,3,0,2.936861515045166
harmless_2,harmless,,endofthink,3,1,-0.9393928050994873
harmless_2,harmless,,endofthink,3,2,-0.3477989733219147
harmless_2,harmless,,endofthink,3,3,-0.5387406349182129
harmless_2,harmless,,endofthink,3,4,-0.7480879426002502
harmless_2,harmless,,endofthink,21,0,11.360947608947754
harmless_2,harmless,,endofthink,21,1,10.206080436706543
harmless_2,harmless,,endofthink,21,2,3.1702191829681396
harmless_2,harmless,,endofthink,21,3,-5.522693634033203
harmless_2,harmless,,endofthink,21,4,8.908029556274414
harmless_2,harmless,,endofthink,22,0,12.89947509765625
harmless_2,harmless,,endofthink,22,1,9.939872741699219
harmless_2,harmless,,endofthink,22,2,7.393045902252197
harmless_2,harmless,,endofthink,22,3,-3.40034556388855
harmless_2,harmless,,endofthink,22,4,14.517034530639648
harmless_2,harmless,,endofthink,23,0,12.35837459564209
harmless_2,harmless,,endofthink,23,1,10.538772583007812
harmless_2,harmless,,endofthink,23,2,11.827825546264648
harmless_2,harmless,,endofthink,23,3,-2.1793320178985596
harmless_2,harmless,,endofthink,23,4,15.705429077148438
harmless_2,harmless,,endofthink,26,0,12.681558609008789
harmless_2,harmless,,endofthink,26,1,9.524188041687012
harmless_2,harmless,,endofthink,26,2,10.939053535461426
harmless_2,harmless,,endofthink,26,3,-1.939455509185791
harmless_2,harmless,,endofthink,26,4,16.496673583984375
harmless_2,harmless,,endofresponse,3,0,1.9010028839111328
harmless_2,harmless,,endofresponse,3,1,-0.9201435446739197
harmless_2,harmless,,endofresponse,3,2,-0.1913047432899475
harmless_2,harmless,,endofresponse,3,3,-0.5802994966506958
harmless_2,harmless,,endofresponse,3,4,-0.7322189807891846
harmless_2,harmless,,endofresponse,21,0,4.049813270568848
harmless_2,harmless,,endofresponse,21,1,-8.989059448242188
harmless_2,harmless,,endofresponse,21,2,-6.458871841430664
harmless_2,harmless,,endofresponse,21,3,-8.959228515625
harmless_2,harmless,,endofresponse,21,4,-6.402157783508301
harmless_2,harmless,,endofresponse,22,0,4.155506134033203
harmless_2,harmless,,endofresponse,22,1,-8.605096817016602
harmless_2,harmless,,endofresponse,22,2,-6.673867225646973
harmless_2,harmless,,endofresponse,22,3,-10.352367401123047
harmless_2,harmless,,endofresponse,22,4,-6.160304069519043
harmless_2,harmless,,endofresponse,23,0,4.349030494689941
harmless_2,harmless,,endofresponse,23,1,-10.026166915893555
harmless_2,harmless,,endofresponse,23,2,-9.645520210266113
harmless_2,harmless,,endofresponse,23,3,-12.854839324951172
harmless_2,harmless,,endofresponse,23,4,-7.361434459686279
harmless_2,harmless,,endofresponse,26,0,3.3727757930755615
harmless_2,harmless,,endofresponse,26,1,-13.732524871826172
harmless_2,harmless,,endofresponse,26,2,-13.590082168579102
harmless_2,harmless,,endofresponse,26,3,-34.286582946777344
harmless_2,harmless,,endofresponse,26,4,-10.286796569824219
harmless_3,harmless,,startofthink,3,0,0.9103325605392456
harmless_3,harmless,,startofthink,3,1,-0.50572669506073
harmless_3,harmless,,startofthink,3,2,0.0048277974128723145
harmless_3,harmless,,startofthink,3,3,0.11229953169822693
harmless_3,harmless,,startofthink,3,4,-0.5901454091072083
harmless_3,harmless,,startofthink,21,0,7.281881809234619
harmless_3,harmless,,startofthink,21,1,-6.5032501220703125
harmless_3,harmless,,startofthink,21,2,-0.9766509532928467
harmless_3,harmless,,startofthink,21,3,-2.461167335510254
harmless_3,harmless,,startofthink,21,4,-5.4641571044921875
harmless_3,harmless,,startofthink,22,0,5.156420707702637
harmless_3,harmless,,startofthink,22,1,-4.9443359375
harmless_3,harmless,,startofthink,22,2,-2.9506940841674805
harmless_3,harmless,,startofthink,22,3,-3.4067604541778564
harmless_3,harmless,,startofthink,22,4,-4.601923942565918
harmless_3,harmless,,startofthink,23,0,5.492697715759277
harmless_3,harmless,,startofthink,23,1,-5.934340476989746
harmless_3,harmless,,startofthink,23,2,-4.255632400512695
harmless_3,harmless,,startofthink,23,3,-3.8816914558410645
harmless_3,harmless,,startofthink,23,4,-5.295925140380859
harmless_3,harmless,,startofthink,26,0,5.906594276428223
harmless_3,harmless,,startofthink,26,1,-7.454947471618652
harmless_3,harmless,,startofthink,26,2,-3.5276012420654297
harmless_3,harmless,,startofthink,26,3,-7.200316429138184
harmless_3,harmless,,startofthink,26,4,-5.629032611846924
harmless_3,harmless,,endofthink,3,0,4.967833518981934
harmless_3,harmless,,endofthink,3,1,-0.5990456342697144
harmless_3,harmless,,endofthink,3,2,-0.025147631764411926
harmless_3,harmless,,endofthink,3,3,-0.38031673431396484
harmless_3,harmless,,endofthink,3,4,-0.42210644483566284
harmless_3,harmless,,endofthink,21,0,11.89780044555664
harmless_3,harmless,,endofthink,21,1,11.74638557434082
harmless_3,harmless,,endofthink,21,2,4.104344844818115
harmless_3,harmless,,endofthink,21,3,-5.27053165435791
harmless_3,harmless,,endofthink,21,4,10.030623435974121
harmless_3,harmless,,endofthink,22,0,13.380488395690918
harmless_3,harmless,,endofthink,22,1,10.47929573059082
harmless_3,harmless,,endofthink,22,2,6.622798919677734
harmless_3,harmless,,endofthink,22,3,-4.951622009277344
harmless_3,harmless,,endofthink,22,4,13.560834884643555
harmless_3,harmless,,endofthink,23,0,13.545751571655273
harmless_3,harmless,,endofthink,23,1,9.838489532470703
harmless_3,harmless,,endofthink,23,2,8.102869987487793
harmless_3,harmless,,endofthink,23,3,-5.596958637237549
harmless_3,harmless,,endofthink,23,4,13.069158554077148
harmless_3,harmless,,endofthink,26,0,14.700006484985352
harmless_3,harmless,,endofthink,26,1,9.327224731445312
harmless_3,harmless,,endofthink,26,2,7.340145111083984
harmless_3,harmless,,endofthink,26,3,-10.032428741455078
harmless_3,harmless,,endofthink,26,4,12.670623779296875
harmless_3,harmless,,endofresponse,3,0,1.8611299991607666
harmless_3,harmless,,endofresponse,3,1,-1.1178219318389893
harmless_3,harmless,,endofresponse,3,2,-0.39250466227531433
harmless_3,harmless,,endofresponse,3,3,-0.7425804138183594
harmless_3,harmless,,endofresponse,3,4,-0.8449892997741699
harmless_3,harmless,,endofresponse,21,0,4.495204925537109
harmless_3,harmless,,endofresponse,21,1,-7.317540168762207
harmless_3,harmless,,endofresponse,21,2,-6.106046199798584
harmless_3,harmless,,endofresponse,21,3,-7.992465019226074
harmless_3,harmless,,endofresponse,21,4,-5.907356262207031
harmless_3,harmless,,endofresponse,22,0,5.317196846008301
harmless_3,harmless,,endofresponse,22,1,-7.246882438659668
harmless_3,harmless,,endofresponse,22,2,-6.347892761230469
harmless_3,harmless,,endofresponse,22,3,-9.060590744018555
harmless_3,harmless,,endofresponse,22,4,-6.365603446960449
harmless_3,harmless,,endofresponse,23,0,5.985355377197266
harmless_3,harmless,,endofresponse,23,1,-8.244202613830566
harmless_3,harmless,,endofresponse,23,2,-8.902872085571289
harmless_3,harmless,,endofresponse,23,3,-11.575617790222168
harmless_3,harmless,,endofresponse,23,4,-7.149194717407227
harmless_3,harmless,,endofresponse,26,0,5.098719596862793
harmless_3,harmless,,endofresponse,26,1,-11.094300270080566
harmless_3,harmless,,endofresponse,26,2,-12.169044494628906
harmless_3,harmless,,endofresponse,26,3,-29.706218719482422
harmless_3,harmless,,endofresponse,26,4,-9.956494331359863
harmless_4,harmless,,startofthink,3,0,1.4396624565124512
harmless_4,harmless,,startofthink,3,1,-0.490785151720047
harmless_4,harmless,,startofthink,3,2,-0.010186195373535156
harmless_4,harmless,,startofthink,3,3,0.20595769584178925
harmless_4,harmless,,startofthink,3,4,-0.561572790145874
harmless_4,harmless,,startofthink,21,0,7.948391437530518
harmless_4,harmless,,startofthink,21,1,-4.833885192871094
harmless_4,harmless,,startofthink,21,2,0.5392036437988281
harmless_4,harmless,,startofthink,21,3,-1.3397290706634521
harmless_4,harmless,,startofthink,21,4,-3.149627208709717
harmless_4,harmless,,startofthink,22,0,6.698174953460693
harmless_4,harmless,,startofthink,22,1,-2.336839199066162
harmless_4,harmless,,startofthink,22,2,0.6669937372207642
harmless_4,harmless,,startofthink,22,3,-0.5719274282455444
harmless_4,harmless,,startofthink,22,4,-0.6221436262130737
harmless_4,harmless,,startofthink,23,0,6.937104225158691
harmless_4,harmless,,startofthink,23,1,-3.048762798309326
harmless_4,harmless,,startofthink,23,2,-0.05921041965484619
harmless_4,harmless,,startofthink,23,3,-0.5260322093963623
harmless_4,harmless,,startofthink,23,4,-1.1832727193832397
harmless_4,harmless,,startofthink,26,0,7.521550178527832
harmless_4,harmless,,startofthink,26,1,-3.304511547088623
harmless_4,harmless,,startofthink,26,2,1.1343507766723633
harmless_4,harmless,,startofthink,26,3,-2.906352996826172
harmless_4,harmless,,startofthink,26,4,-1.134591817855835
harmless_4,harmless,,endofthink,3,0,5.871676921844482
harmless_4,harmless,,endofthink,3,1,-0.5615928173065186
harmless_4,harmless,,endofthink,3,2,0.0070570409297943115
harmless_4,harmless,,endofthink,3,3,-0.39579567313194275
harmless_4,harmless,,endofthink,3,4,-0.4003370404243469
harmless_4,harmless,,endofthink,21,0,12.505681991577148
harmless_4,harmless,,endofthink,21,1,16.6074275970459
harmless_4,harmless,,endofthink,21,2,8.938851356506348
harmless_4,harmless,,endofthink,21,3,-0.569035530090332
harmless_4,harmless,,endofthink,21,4,14.825284957885742
harmless_4,harmless,,endofthink,22,0,13.719213485717773
harmless_4,harmless,,endofthink,22,1,17.06264877319336
harmless_4,harmless,,endofthink,22,2,14.57459545135498
harmless_4,harmless,,endofthink,22,3,2.9520859718322754
harmless_4,harmless,,endofthink,22,4,21.90054702758789
harmless_4,harmless,,endofthink,23,0,13.9948091506958
harmless_4,harmless,,endofthink,23,1,17.35570526123047
harmless_4,harmless,,endofthink,23,2,19.878429412841797
harmless_4,harmless,,endofthink,23,3,4.393287658691406
harmless_4,harmless,,endofthink,23,4,22.636354446411133
harmless_4,harmless,,endofthink,26,0,15.485243797302246
harmless_4,harmless,,endofthink,26,1,18.483108520507812
harmless_4,harmless,,endofthink,26,2,19.838504791259766
harmless_4,harmless,,endofthink,26,3,11.84430980682373
harmless_4,harmless,,endofthink,26,4,23.30225372314453
harmless_4,harmless,,endofresponse,3,0,2.081604242324829
harmless_4,harmless,,endofresponse,3,1,-0.9124026894569397
harmless_4,harmless,,endofresponse,3,2,-0.25728633999824524
harmless_4,harmless,,endofresponse,3,3,-0.6765159964561462
harmless_4,harmless,,endofresponse,3,4,-0.6707627773284912
harmless_4,harmless,,endofresponse,21,0,5.316425323486328
harmless_4,harmless,,endofresponse,21,1,-7.693565368652344
harmless_4,harmless,,endofresponse,21,2,-5.723761558532715
harmless_4,harmless,,endofresponse,21,3,-7.277098655700684
harmless_4,harmless,,endofresponse,21,4,-5.049661636352539
harmless_4,harmless,,endofresponse,22,0,6.079429626464844
harmless_4,harmless,,endofresponse,22,1,-7.1276373863220215
harmless_4,harmless,,endofresponse,22,2,-4.736051559448242
harmless_4,harmless,,endofresponse,22,3,-7.248229026794434
harmless_4,harmless,,endofresponse,22,4,-4.180734634399414
harmless_4,harmless,,endofresponse,23,0,6.3103437423706055
harmless_4,harmless,,endofresponse,23,1,-7.875973224639893
harmless_4,harmless,,endofresponse,23,2,-6.616445541381836
harmless_4,harmless,,endofresponse,23,3,-8.940281867980957
harmless_4,harmless,,endofresponse,23,4,-4.897974491119385
harmless_4,harmless,,endofresponse,26,0,5.720420837402344
harmless_4,harmless,,endofresponse,26,1,-11.43133544921875
harmless_4,harmless,,endofresponse,26,2,-10.957324981689453
harmless_4,harmless,,endofresponse,26,3,-27.07070541381836
harmless_4,harmless,,endofresponse,26,4,-8.677947998046875
harmless_5,harmless,,startofthink,3,0,0.9603825807571411
harmless_5,harmless,,startofthink,3,1,-0.6449477076530457
harmless_5,harmless,,startofthink,3,2,-0.2041439414024353
harmless_5,harmless,,startofthink,3,3,0.0377839058637619
harmless_5,harmless,,startofthink,3,4,-0.7560529708862305
harmless_5,harmless,,startofthink,21,0,7.882782936096191
harmless_5,harmless,,startofthink,21,1,-5.012337684631348
harmless_5,harmless,,startofthink,21,2,0.3036494255065918
harmless_5,harmless,,startofthink,21,3,-1.8370537757873535
harmless_5,harmless,,startofthink,21,4,-4.119095325469971
harmless_5,harmless,,startofthink,22,0,5.869295120239258
harmless_5,harmless,,startofthink,22,1,-2.6448466777801514
harmless_5,harmless,,startofthink,22,2,-0.5700730085372925
harmless_5,harmless,,startofthink,22,3,-1.7034525871276855
harmless_5,harmless,,startofthink,22,4,-2.0834579467773438
harmless_5,harmless,,startofthink,23,0,6.401218891143799
harmless_5,harmless,,startofthink,23,1,-3.0222713947296143
harmless_5,harmless,,startofthink,23,2,-0.9538707733154297
harmless_5,harmless,,startofthink,23,3,-1.533139705657959
harmless_5,harmless,,startofthink,23,4,-2.1786692142486572
harmless_5,harmless,,startofthink,26,0,7.465049743652344
harmless_5,harmless,,startofthink,26,1,-3.314960479736328
harmless_5,harmless,,startofthink,26,2,0.7243642807006836
harmless_5,harmless,,startofthink,26,3,-2.8344995975494385
harmless_5,harmless,,startofthink,26,4,-1.7082191705703735
harmless_5,harmless,,endofthink,3,0,5.272821426391602
harmless_5,harmless,,endofthink,3,1,-0.6739577651023865
harmless_5,harmless,,endofthink,3,2,0.004296921193599701
harmless_5,harmless,,endofthink,3,3,-0.3270188570022583
harmless_5,harmless,,endofthink,3,4,-0.4503503143787384
harmless_5,harmless,,endofthink,21,0,11.313943862915039
harmless_5,harmless,,endofthink,21,1,13.252988815307617
harmless_5,harmless,,endofthink,21,2,6.20059871673584
harmless_5,harmless,,endofthink,21,3,-3.595244884490967
harmless_5,harmless,,endofthink,21,4,11.788393020629883
harmless_5,harmless,,endofthink,22,0,11.829385757446289
harmless_5,harmless,,endofthink,22,1,12.533135414123535
harmless_5,harmless,,endofthink,22,2,9.816226959228516
harmless_5,harmless,,endofthink,22,3,-2.010855197906494
harmless_5,harmless,,endofthink,22,4,17.448869705200195
harmless_5,harmless,,endofthink,23,0,11.984468460083008
harmless_5,harmless,,endofthink,23,1,12.62183952331543
harmless_5,harmless,,endofthink,23,2,13.596524238586426
harmless_5,harmless,,endofthink,23,3,-1.2478821277618408
harmless_5,harmless,,endofthink,23,4,17.94632911682129
harmless_5,harmless,,endofthink,26,0,13.073009490966797
harmless_5,harmless,,endofthink,26,1,12.934297561645508
harmless_5,harmless,,endofthink,26,2,13.673782348632812
harmless_5,harmless,,endofthink,26,3,-0.4126617908477783
harmless_5,harmless,,endofthink,26,4,18.251916885375977
harmless_5,harmless,,endofresponse,3,0,2.2976737022399902
harmless_5,harmless,,endofresponse,3,1,-0.9648781418800354
harmless_5,harmless,,endofresponse,3,2,-0.19333070516586304
harmless_5,harmless,,endofresponse,3,3,-0.6036182641983032
harmless_5,harmless,,endofresponse,3,4,-0.6945086717605591
harmless_5,harmless,,endofresponse,21,0,4.757129192352295
harmless_5,harmless,,endofresponse,21,1,-7.440699100494385
harmless_5,harmless,,endofresponse,21,2,-6.609314918518066
harmless_5,harmless,,endofresponse,21,3,-8.846246719360352
harmless_5,harmless,,endofresponse,21,4,-5.6045427322387695
harmless_5,harmless,,endofresponse,22,0,5.207636833190918
harmless_5,harmless,,endofresponse,22,1,-7.462979793548584
harmless_5,harmless,,endofresponse,22,2,-6.641695976257324
harmless_5,harmless,,endofresponse,22,3,-9.9521484375
harmless_5,harmless,,endofresponse,22,4,-5.37119722366333
harmless_5,harmless,,endofresponse,23,0,5.53190803527832
harmless_5,harmless,,endofresponse,23,1,-8.194570541381836
harmless_5,harmless,,endofresponse,23,2,-9.06973648071289
harmless_5,harmless,,endofresponse,23,3,-12.180907249450684
harmless_5,harmless,,endofresponse,23,4,-5.964320182800293
harmless_5,harmless,,endofresponse,26,0,4.572499752044678
harmless_5,harmless,,endofresponse,26,1,-11.664770126342773
harmless_5,harmless,,endofresponse,26,2,-12.852008819580078
harmless_5,harmless,,endofresponse,26,3,-31.997711181640625
harmless_5,harmless,,endofresponse,26,4,-9.491695404052734
harmless_6,harmless,,startofthink,3,0,1.3182607889175415
harmless_6,harmless,,startofthink,3,1,-0.497580349445343
harmless_6,harmless,,startofthink,3,2,-0.05059584975242615
harmless_6,harmless,,startofthink,3,3,0.08004787564277649
harmless_6,harmless,,startofthink,3,4,-0.5287625789642334
harmless_6,harmless,,startofthink,21,0,7.05042028427124
harmless_6,harmless,,startofthink,21,1,-4.757471561431885
harmless_6,harmless,,startofthink,21,2,0.6650989055633545
harmless_6,harmless,,startofthink,21,3,-0.8637312650680542
harmless_6,harmless,,startofthink,21,4,-3.5184552669525146
harmless_6,harmless,,startofthink,22,0,5.855053901672363
harmless_6,harmless,,startofthink,22,1,-2.964176654815674
harmless_6,harmless,,startofthink,22,2,0.6845020055770874
harmless_6,harmless,,startofthink,22,3,-0.4923689365386963
harmless_6,harmless,,startofthink,22,4,-1.62594735622406
harmless_6,harmless,,startofthink,23,0,6.346085071563721
harmless_6,harmless,,startofthink,23,1,-3.4731154441833496
harmless_6,harmless,,startofthink,23,2,0.3211238384246826
harmless_6,harmless,,startofthink,23,3,-0.6319105625152588
harmless_6,harmless,,startofthink,23,4,-1.807663083076477
harmless_6,harmless,,startofthink,26,0,7.51492166519165
harmless_6,harmless,,startofthink,26,1,-3.713444709777832
harmless_6,harmless,,startofthink,26,2,1.5130324363708496
harmless_6,harmless,,startofthink,26,3,-3.2779617309570312
harmless_6,harmless,,startofthink,26,4,-1.4757368564605713
harmless_6,harmless,,endofthink,3,0,5.709824562072754
