model_name,subset,predictor,coefficient,standard_error,odds_ratio,ci_low,ci_high,wald_z,p_value_wald,convergence_status,warning
model2_layer13,all,goal_2,1.0106866632033946,1.2999894114646702,2.7474869656374756,0.2149623068357431,35.11631754173498,0.7774576118006036,0.436888833609971,True,
model2_layer13,all,goal_3,0.5671707003678808,1.5042322084307027,1.7632711648782675,0.0924465695208235,33.63159084221977,0.37704996422034087,0.7061364742963705,True,
model2_layer13,all,attack_iter,-1.5024361160787842,1.0633151159365566,0.22258725074129715,0.027694159308398074,1.7890084201813943,-1.4129735330203168,0.15766350631373238,True,
model2_layer16,all,intercept,10.51207436174823,10.056418255638393,36756.64709976083,0.00010119052628242127,13351557261848.725,1.0453099796097245,0.29587972678016516,True,
model2_layer16,all,projection_z,1.788632920123186,0.6944978136765574,5.981270000759592,1.5332922259693342,23.332532583193412,2.575433478551152,0.010011452892767725,True,
model2_layer16,all,log_think,-1.0117110050778777,1.0467725566504973,0.36359633187660295,0.04672923859491739,2.829112917934427,-0.9665050909580484,0.33379150070225494,True,
model2_layer16,all,prompt_z,0.2833408099977593,0.6267164223152507,1.3275575296057363,0.3886704845579593,4.534455443451795,0.45210369460405375,0.6511942822017336,True,
model2_layer16,all,goal_1,1.395080949238962,1.1917987483164336,4.035301213973594,0.39029805136744944,41.72107913540767,1.170567556988703,0.24177264436636836,True,
model2_layer16,all,goal_2,0.8595477463474559,1.2495186662571214,2.3620921872866956,0.20402579653766464,27.346931593578326,0.6879030858516053,0.49151381319635656,True,
model2_layer16,all,goal_3,0.2169298567135622,1.4507577476763187,1.2422569630956986,0.07232717697099361,21.33641083459735,0.14952865635976728,0.8811364990396229,True,
model2_layer16,all,attack_iter,-1.300612046235196,1.0109307141911907,0.27236504201098827,0.03755171437394783,1.9754814752509142,-1.2865491452357039,0.19825147880653637,True,
model2_excl_goal0,excl_goal0,intercept,1.711871513738603,5000.008196347234,5.539318693802702,0.0,1.0142320547350045e+304,0.0003423737415049068,0.9997268252829659,True,
model2_excl_goal0,excl_goal0,projection_z,2.2649455500655695,1.0333461261692334,9.63060020128416,1.2707244142514782,72.98865056559735,2.1918556548540584,0.028389930958965692,True,
model2_excl_goal0,excl_goal0,log_think,-0.02207113523581838,1.2258666849310187,0.9781706501764003,0.0884984857131413,10.811685795030975,-0.01800451509705589,0.9856352514691284,True,
model2_excl_goal0,excl_goal0,prompt_z,0.5128792817565047,0.781802443173255,1.6700929469839678,0.3607920566895987,7.730797837285104,0.6560215898978019,0.5118102329706116,True,
model2_excl_goal0,excl_goal0,goal_1,1.2120716771568933,5000.000995094757,3.3604391913920133,0.0,1.0142320547350045e+304,0.00024241428718634143,0.9998065813848303,True,
model2_excl_goal0,excl_goal0,goal_2,0.6033064525727188,5000.00105368171,1.8281535210467335,0.0,1.0142320547350045e+304,0.00012066126508683013,0.9999037262397339,True,
model2_excl_goal0,excl_goal0,goal_3,-0.10350539977717685,5000.000984740396,0.9016711539053922,0.0,1.0142320547350045e+304,-2.0701075878398237e-05,0.9999834829311658,True,
model2_excl_goal0,excl_goal0,attack_iter,-1.3489563752230282,1.237829903165889,0.2595109514303263,0.02293472857745938,2.936417306392798,-1.0897752363009818,0.27581216494648797,True,
model2_excl_goal1,excl_goal1,intercept,44.71771635323187,27.829151333876272,2.634252831418558e+19,5.395175907352602e-05,1.2862023591074587e+43,1.6068659736237534,0.1080837720411647,True,
model2_excl_goal1,excl_goal1,projection_z,2.5321498324995266,1.3446073140904131,12.580523102714132,0.9018739595401677,175.48966777865473,1.883189096150686,0.05967474620768609,True,
model2_excl_goal1,excl_goal1,log_think,-4.781076026196472,2.8729301024690086,0.008386969511493711,3.0068903485211102e-05,2.339335640267736,-1.6641811167238614,0.09607624052005148,True,
model2_excl_goal1,excl_goal1,prompt_z,0.09118541644508317,1.2717815286991558,1.0954721049722618,0.09058140047262729,13.248405594424463,0.07169896274429488,0.9428414816499724,True,
model2_excl_goal1,excl_goal1,goal_2,1.4735758306912072,2.0223844960888657,4.364815108625334,0.08288528118471786,229.8551764579966,0.7286328754700149,0.46622626293406544,True,
model2_excl_goal1,excl_goal1,goal_3,1.9383283881045432,2.0027344665094096,6.947128356693505,0.13710185444907352,352.0199825036074,0.967840929747856,0.33312381903957133,True,
model2_excl_goal1,excl_goal1,attack_iter,-0.44895031226112736,1.921044537978544,0.6382978134809235,0.014784179735853695,27.558113197614027,-0.23370114715484105,0.8152169971130858,True,
model2_excl_goal2,excl_goal2,intercept,12.890101918110089,8.800491642313434,396369.4136369159,0.012792941559445105,12280890312586.314,1.4647024782267275,0.14300210851745887,True,
model2_excl_goal2,excl_goal2,projection_z,0.6406119288346633,0.6856120247164822,1.897641745786998,0.49500488904202744,7.274764906509408,0.9343650719947225,0.35011560838055367,True,
model2_excl_goal2,excl_goal2,log_think,-1.2242139812851172,0.898146479519624,0.2939886901428959,0.05056067993544959,1.7094182681538168,-1.3630449032544125,0.17286835934969846,True,
model2_excl_goal2,excl_goal2,prompt_z,0.04613769413549884,0.571525818662858,1.0472185968893077,0.34162114795735765,3.210184135929724,0.08072722636300597,0.9356588839691351,True,
model2_excl_goal2,excl_goal2,goal_1,1.385988340699106,1.0597689238015149,3.9987761055947533,0.5009952044236018,31.916893019110596,1.307821270817608,0.19093393779581702,True,
model2_excl_goal2,excl_goal2,goal_3,0.36181845824566466,1.267102892198096,1.4359382355501193,0.11982736338855975,17.207410377783933,0.28554781184186484,0.7752244798060208,True,
model2_excl_goal2,excl_goal2,attack_iter,-1.6352197024190345,1.092647800785722,0.19490954449635992,0.02289562597878405,1.6592571249626988,-1.4965661407483266,0.13450618589795327,True,
model2_excl_goal3,excl_goal3,intercept,13.790108611109082,9.361433902956318,974917.968051956,0.01047984030073009,90694611478415.17,1.4730765344349865,0.14073039995582737,True,
model2_excl_goal3,excl_goal3,projection_z,1.1065569134782065,0.6175996997318922,3.0239288012448067,0.901280726287255,10.145723888567263,1.7917057180542295,0.07318011811424174,True,
model2_excl_goal3,excl_goal3,log_think,-1.432332834904035,0.9800645894643378,0.23875130470481135,0.03497018525940619,1.6300224055266443,-1.4614677953897792,0.14388710728009024,True,
model2_excl_goal3,excl_goal3,prompt_z,0.750652291458833,0.7065136919673465,2.1183813681147754,0.5304049302570981,8.460591832358393,1.0624738062309578,0.2880206431691037,True,
model2_excl_goal3,excl_goal3,goal_1,1.5672147361155788,1.1242405022258841,4.793279037113364,0.5292487936924392,43.411575428138086,1.3940208816642434,0.16331129898549746,True,
model2_excl_goal3,excl_goal3,goal_2,1.1319187601868281,1.2166685437698146,3.1016020247631224,0.28571753798804145,33.669389662798146,0.9303427510993326,0.3521936495909599,True,
model2_excl_goal3,excl_goal3,attack_iter,-1.1046789591804371,0.9064912303729383,0.33131723152538123,0.05605612989325428,1.9582355777089198,-1.2186317111153548,0.22298400750321168,True,
